BN,IN,atc
TOPOTECAN,TOPOTÉCANE (CHLORHYDRATE DE),NA
TOPOTECANE,CHLORHYDRATE DE TOPOTÉCANE,NA
TOPOTECANE,TOPOTÉCANE,L01CE01
TOPREC,KÉTOPROFÈNE,M01AE03
TOPREC,KÉTOPROFÈNE,M02AA10
TORISEL,TEMSIROLIMUS,L01EG01
TOT'HEMA,GLUCONATE DE CUIVRE,NA
TOT'HEMA,CUIVRE,NA
TOT'HEMA,FER,NA
TOT'HEMA,MANGANÈSE,NA
TOUJEO,INSULINE GLARGINE,A10AE04
TOVIAZ,FUMARATE DE FÉSOTÉRODINE,NA
TOVIAZ,FÉSOTÉRODINE,G04BD11
TRABECTEDINE,TRABECTÉDINE,L01CX01
TRACLEER,BOSENTAN BASE,NA
TRACLEER,BOSENTAN MONOHYDRATÉ,C02KX01
TRACRIUM,BÉSILATE D'ATRACURIUM,NA
TRACRIUM,ATRACURIUM (BÉSILATE D'),NA
TRACTOCILE,ATOSIBAN BASE,G02CX01
TRACUTIL,IODURE DE POTASSIUM,R05CA02
TRACUTIL,IODURE DE POTASSIUM,S01XA04
TRACUTIL,IODURE DE POTASSIUM,V03AB21
TRACUTIL,CHLORURE DE ZINC,B05XA12
TRACUTIL,MOLYBDATE DE SODIUM DIHYDRATÉ,NA
TRACUTIL,FLUORURE DE SODIUM,A01AA01
TRACUTIL,FLUORURE DE SODIUM,A12CD01
TRACUTIL,CHROME (CHLORURE DE) HEXAHYDRATÉ,NA
TRACUTIL,CHLORURE DE MANGANÈSE TÉTRAHYDRATÉ,NA
TRACUTIL,CHLORURE DE CUIVRE DIHYDRATÉ,NA
TRAMADOL,CHLORHYDRATE DE TRAMADOL,NA
TRAMADOL,TRAMADOL,N02AX02
TRAMADOL,TRAMADOL BASE,N02AX02
TRAMADOL PARACETAMOL,PARACÉTAMOL,N02BE01
TRAMADOL PARACETAMOL,CHLORHYDRATE DE TRAMADOL,NA
TRAMADOL,TRAMADOL (CHLORHYDRATE DE),NA
TRAMADOL/PARACETAMOL,PARACÉTAMOL,N02BE01
TRAMADOL/PARACETAMOL,CHLORHYDRATE DE TRAMADOL,NA
TRAMADOL/PARACETAMOL,TRAMADOL,N02AX02
TRANDATE,CHLORHYDRATE DE LABÉTALOL,NA
TRANDATE,LABÉTALOL (CHLORHYDRATE DE),NA
TRANDOLAPRIL,TRANDOLAPRIL,C09AA10
TRANSACALM,MALÉATE DE TRIMÉBUTINE,NA
TRANSIPEG,MACROGOL 3350,A06AD15
TRANSIPEGLIB,MACROGOL 3350,A06AD15
TRANSULOSE,VASELINE,NA
TRANSULOSE,LACTULOSE,A06AD11
TRANSVERCID,ACIDE SALICYLIQUE,D01AE12
TRANSVERCID,ACIDE SALICYLIQUE,S01BC08
TRANXENE,CLORAZÉPATE DIPOTASSIQUE,N05BA05
TRASYLOL,APROTININE,B02AB01
TRAVATAN,TRAVOPROST,S01EE04
TRAVOPROST,TRAVOPROST,S01EE04
TRAVOPROST/TIMOLOL,MALÉATE DE TIMOLOL,NA
TRAVOPROST/TIMOLOL,TIMOLOL,NA
TRAVOPROST/TIMOLOL,TRAVOPROST,S01EE04
TRAZIMERA,TRASTUZUMAB,L01FD01
TRECONDI,TRÉOSULFAN,L01AB02
TREDEMINE,NICLOSAMIDE,P02DA01
TRELEGY ELLIPTA,FUROATE DE FLUTICASONE,R01AD12
TRELEGY ELLIPTA,FUROATE DE FLUTICASONE,R03BA09
TRELEGY ELLIPTA,VILANTÉROL,NA
TRELEGY ELLIPTA,UMÉCLIDINIUM,NA
TRELEGY ELLIPTA,BROMURE D'UMÉCLIDINIUM,R03BB07
TRELEGY ELLIPTA,TRIFÉNATATE DE VILANTÉROL,NA
TREMFYA,GUSELKUMAB,L04AC16
TREPROSTINIL,TREPROSTINIL MONOHYDRATÉ,B01AC21
TREPROSTINIL,TRÉPROSTINIL,B01AC21
TREPROSTINIL,TRÉPROSTINIL SODIQUE,NA
TRESIBA,INSULINE DÉGLUDEC,A10AE06
TREVICTA,PALIPÉRIDONE,N05AX13
TREVICTA,PALMITATE DE PALIPÉRIDONE,NA
TRH,PROTIRÉLINE,V04CJ02
TRH,PROTIRÉLINE ANHYDRE,V04CJ02
TRIACEFAN,CEFTRIAXONE BASE,J01DD04
TRIAFEMI,ÉTHINYLESTRADIOL,G03CA01
TRIAFEMI,ÉTHINYLESTRADIOL,L02AA03
TRIAFEMI,NORGESTIMATE,NA
TRIATEC,RAMIPRIL,C09AA05
TRIDESONIT,DÉSONIDE,D07AB08
TRIDESONIT,DÉSONIDE,S01BA11
TRIFLUCAN,FLUCONAZOLE,D01AC15
TRIFLUCAN,FLUCONAZOLE,J02AC01
TRIHEXY,TRIHEXYPHÉNIDYLE (CHLORHYDRATE DE),NA
TRILEPTAL,OXCARBAZÉPINE,N03AF02
TRIMBOW,BROMURE DE GLYCOPYRRONIUM,NA
TRIMBOW,DIPROPIONATE DE BÉCLOMÉTASONE,NA
TRIMBOW,GLYCOPYRRONIUM,D11AA01
TRIMBOW,FUMARATE DE FORMOTÉROL DIHYDRATÉ,NA
TRIMEBUTINE,MALÉATE DE TRIMÉBUTINE,NA
TRIMETAZIDINE,DICHLORHYDRATE DE TRIMÉTAZIDINE,NA
TRINARA,ÉTHINYLESTRADIOL,G03CA01
TRINARA,ÉTHINYLESTRADIOL,L02AA03
TRINARA,NORGESTIMATE,NA
TRINIPATCH,TRINITRINE,C01DA02
TRINIPATCH,TRINITRINE,C05AE01
TRINITRINE,TRINITRINE,C01DA02
TRINITRINE,TRINITRINE,C05AE01
TRINORDIOL,LÉVONORGESTREL,G03AC03
TRINORDIOL,LÉVONORGESTREL,G03AD01
TRINORDIOL,ÉTHINYLESTRADIOL,G03CA01
TRINORDIOL,ÉTHINYLESTRADIOL,L02AA03
TRIPLIXAM,INDAPAMIDE,C03BA11
TRIPLIXAM,AMLODIPINE,C08CA01
TRIPLIXAM,PÉRINDOPRIL,C09AA04
TRIPLIXAM,PÉRINDOPRIL ARGININE,NA
TRIPLIXAM,BÉSILATE D'AMLODIPINE,NA
TRISENOX,TRIOXYDE D'ARSENIC,L01XX27
TRISEQUENS,ESTRADIOL,G03CA03
TRISEQUENS,ACÉTATE DE NORÉTHISTÉRONE,NA
TRIUMEQ,LAMIVUDINE,J05AF05
TRIUMEQ,ABACAVIR,J05AF06
TRIUMEQ,DOLUTÉGRAVIR SODIQUE,NA
TRIUMEQ,DOLUTÉGRAVIR,J05AJ03
TRIUMEQ,SULFATE D'ABACAVIR,NA
TRIVASTAL,PIRIBÉDIL,N04BC08
TRIVASTAL,PIRIBÉDIL (MÉSILATE DE),NA
TRIVERAM,ATORVASTATINE,C10AA05
TRIVERAM,AMLODIPINE,C08CA01
TRIVERAM,PÉRINDOPRIL,C09AA04
TRIVERAM,PÉRINDOPRIL ARGININE,NA
TRIVERAM,ATORVASTATINE CALCIQUE TRIHYDRATÉE,NA
TRIVERAM,BÉSILATE D'AMLODIPINE,NA
TRIXEO AEROSPHERE,BROMURE DE GLYCOPYRRONIUM,NA
TRIXEO AEROSPHERE,GLYCOPYRRONIUM,D11AA01
TRIXEO AEROSPHERE,BUDÉSONIDE,A07EA06
TRIXEO AEROSPHERE,BUDÉSONIDE,D07AC09
TRIXEO AEROSPHERE,BUDÉSONIDE,R01AD05
TRIXEO AEROSPHERE,BUDÉSONIDE,R03BA02
TRIXEO AEROSPHERE,FUMARATE DE FORMOTÉROL DIHYDRATÉ,NA
TRIZIVIR,ZIDOVUDINE,J05AF01
TRIZIVIR,LAMIVUDINE,J05AF05
TRIZIVIR,ABACAVIR BASE,J05AF06
TRIZIVIR,SULFATE D'ABACAVIR,NA
TROLAMINE,TROLAMINE,D03AX12
TROLISE,PITAVASTATINE CALCIQUE,NA
TROLISE,PITAVASTATINE,C10AA08
TROLOVOL,PÉNICILLAMINE,M01CC01
TROMBOVAR,TÉTRADÉCYL SULFATE DE SODIUM,C05BB04
TRONOTHANE,CHLORHYDRATE DE PRAMOCAÏNE,NA
TROPHICREME,ESTRIOL,G03CA04
TROPHICREME,ESTRIOL,G03CC06
TROPHIGIL,LACTOBACILLUS CASEI,NA
TROPHIGIL,ESTRIOL,G03CA04
TROPHIGIL,ESTRIOL,G03CC06
TROPHIGIL,PROGESTÉRONE,G03DA04
TROSPIPHARM,CHLORURE DE TROSPIUM,NA
TROSYD,TIOCONAZOLE,D01AC07
TROSYD,TIOCONAZOLE,G01AF08
TRUE TEST,SULFATE DE NICKEL HEXAHYDRATÉ,NA
TRUE TEST,CHLORURE DE COBALT HEXAHYDRATÉ,NA
TRUE TEST,DIBUTYLDITHIOCARBAMATE DE ZINC,NA
TRUE TEST,DIPHÉNYLGUANIDINE,NA
TRUE TEST,CYCLOHEXYLPHÉNYLPARAPHÉNYLÈNEDIAMINE,NA
TRUE TEST,MÉTHYLDIBROMOGLUTARONITRILE,NA
TRUE TEST,P-PHÉNYLÈNEDIAMINE,NA
TRUE TEST,FORMALDÉHYDE,NA
TRUE TEST,DISULFURE DE DIBENZOTHIAZOLE,NA
TRUE TEST,THIOMERSAL,D08AK06
TRUE TEST,DISULFIRAME,N07BB01
TRUE TEST,DISULFIRAME,P03AA04
TRUE TEST,DISULFURE DE TÉTRAMÉTHYLTHIURAME,P03AA05
TRUE TEST,DISULFURE DE DIPENTAMÉTHYLÈNETHIURAME,NA
TRUE TEST,MONOSULFURE DE TÉTRAMÉTHYLTHIURAME,NA
TRUE TEST,CHLORQUINALDOL,D08AH02
TRUE TEST,CHLORQUINALDOL,G01AC03
TRUE TEST,CHLORQUINALDOL,P01AA04
TRUE TEST,CHLORQUINALDOL,R02AA11
TRUE TEST,CLIOQUINOL,D08AH30
TRUE TEST,CLIOQUINOL,D09AA10
TRUE TEST,CLIOQUINOL,G01AC02
TRUE TEST,CLIOQUINOL,P01AA02
TRUE TEST,CLIOQUINOL,S02AA05
TRUE TEST,PIVALATE DE TIXOCORTOL,NA
TRUE TEST,IMIDAZOLIDINYLURÉE,NA
TRUE TEST,BUDÉSONIDE,A07EA06
TRUE TEST,BUDÉSONIDE,D07AC09
TRUE TEST,BUDÉSONIDE,R01AD05
TRUE TEST,BUDÉSONIDE,R03BA02
TRUE TEST,MERCAPTOBENZOTHIAZOLE,NA
TRUE TEST,BACITRACINE,D06AX05
TRUE TEST,BACITRACINE,J01XX10
TRUE TEST,BACITRACINE,R02AB04
TRUE TEST,PARTHÉNOLIDE,NA
TRUE TEST,DISPERSE BLUE 106,NA
TRUE TEST,BRONOPOL,NA
TRUE TEST,DICHROMATE DE POTASSIUM,NA
TRUE TEST,BENZOCAÏNE,C05AD03
TRUE TEST,BENZOCAÏNE,D04AB04
TRUE TEST,BENZOCAÏNE,N01BA05
TRUE TEST,BENZOCAÏNE,R02AD01
TRUE TEST,CHLORHYDRATE DE CINCHOCAÏNE,NA
TRUE TEST,CHLORHYDRATE DE TÉTRACAÏNE,NA
TRUE TEST,CINNAMALDÉHYDE,NA
TRUE TEST,EUGÉNOL,NA
TRUE TEST,GÉRANIOL,NA
TRUE TEST,HYDROXYCITRONELLAL,NA
TRUE TEST,ISOEUGÉNOL,NA
TRUE TEST,ALCOOL CINNAMIQUE,NA
TRUE TEST,PARAHYDROXYBENZOATE DE BENZYLE,NA
TRUE TEST,PARAHYDROXYBENZOATE D'ÉTHYLE,NA
TRUE TEST,PARAHYDROXYBENZOATE DE MÉTHYLE,NA
TRUE TEST,PARAHYDROXYBENZOATE DE PROPYLE,NA
TRUE TEST,PARAHYDROXYBENZOATE DE BUTYLE,NA
TRUE TEST,NICKEL (SULFATE DE) HEXAHYDRATÉ,NA
TRUE TEST,COBALT (CHLORURE DE) HEXAHYDRATÉ,NA
TRUE TEST,BENZYLE (PARAHYDROXYBENZOATE DE),NA
TRUE TEST,ÉTHYLE (PARAHYDROXYBENZOATE D'),NA
TRUE TEST,MÉTHYLE (PARAHYDROXYBENZOATE DE),NA
TRUE TEST,PROPYLE (PARAHYDOXYBENZOATE DE),NA
TRUE TEST,BUTYLE (PARAHYDROXYBENZOATE DE),NA
TRUE TEST,ZINC (DIBUTYLDITHIOCARBAMATE DE),NA
TRUE TEST,PARAPHÉNYLÈNEDIAMINE,NA
TRUE TEST,DIBENZOTHIAZOLE (DISULFURE DE),NA
TRUE TEST,MERCUROTHIOLATE SODIQUE,D08AK06
TRUE TEST,TÉTRAMÉTHYLTHIURAME (DISULFURE DE),P03AA05
TRUE TEST,DIPENTAMÉTHYLÈNETHIURAME (DISULFURE DE),NA
TRUE TEST,TÉTRAMÉTHYLTHIURAME (MONOSULFURE DE),NA
TRUE TEST,POTASSIUM (DICHROMATE DE),NA
TRULICITY,DULAGLUTIDE,A10BJ05
TRUSOPT,DORZOLAMIDE,S01EC03
TRUSOPT,CHLORHYDRATE DE DORZOLAMIDE,NA
TRUVADA,TÉNOFOVIR DISOPROXIL,J05AF07
TRUVADA,EMTRICITABINE,J05AF09
TRUVADA,TÉNOFOVIR DISOPROXIL (FUMARATE DE),NA
TRUXIMA,RITUXIMAB,L01FA01
TSOLUDOSE,LÉVOTHYROXINE SODIQUE,H03AA01
TSOLUDOSE,LÉVOTHYROXINE SODIQUE ANHYDRE,H03AA01
TUSSIPAX,CODÉINE,R05DA04
TUSSIPAX,CODÉINE,NA
TUSSIPAX,CODÉINE,NA
TUSSIPAX,CHLORHYDRATE D'ÉTHYLMORPHINE,NA
TUSSIPAX,ÉTHYLMORPHINE,R05DA01
TUSSIPAX,ÉTHYLMORPHINE,S01XA06
TUSSISEDAL,PROMÉTHAZINE,D04AA10
TUSSISEDAL,PROMÉTHAZINE,R06AD02
TUSSISEDAL,NOSCAPINE,R05DA07
TUSSISEDAL,RÉSINATE DE NOSCAPINE,R05DA07
TUSSISEDAL,RÉSINATE DE PROMÉTHAZINE,D04AA10
TUSSISEDAL,RÉSINATE DE PROMÉTHAZINE,R06AD02
TWICOR,ROSUVASTATINE CALCIQUE,NA
TWICOR,ROSUVASTATINE,C10AA07
TWICOR,ÉZÉTIMIBE,C10AX09
TWYNSTA,AMLODIPINE,C08CA01
TWYNSTA,TELMISARTAN,C09CA07
TWYNSTA,BÉSILATE D'AMLODIPINE,NA
TYGACIL,TIGÉCYCLINE,J01AA12
TYSABRI,NATALIZUMAB,L04AA23
TYVERB,DITOSILATE DE LAPATINIB MONOHYDRATÉ,NA
TYVERB,LAPATINIB,L01EH01
T,CHLORURE STANNEUX DIHYDRATÉ,NA
T,PYROPHOSPHATE DE SODIUM DÉCAHYDRATÉ,NA
UBISTESIN ADRENALINEE,ADRÉNALINE BASE,A01AD01
UBISTESIN ADRENALINEE,ADRÉNALINE BASE,B02BC09
UBISTESIN ADRENALINEE,ADRÉNALINE BASE,C01CA24
UBISTESIN ADRENALINEE,ADRÉNALINE BASE,R01AA14
UBISTESIN ADRENALINEE,ADRÉNALINE BASE,R03AA01
UBISTESIN ADRENALINEE,ADRÉNALINE BASE,S01EA01
UBISTESIN ADRENALINEE,ADRÉNALINE (CHLORHYDRATE D'),NA
UBISTESIN ADRENALINEE,CHLORHYDRATE D'ARTICAÏNE,NA
UBISTESIN ADRENALINEE,ARTICAÏNE BASE,N01BB08
UBISTESIN ADRENALINEE,ADRÉNALINE,A01AD01
UBISTESIN ADRENALINEE,ADRÉNALINE,B02BC09
UBISTESIN ADRENALINEE,ADRÉNALINE,C01CA24
UBISTESIN ADRENALINEE,ADRÉNALINE,R01AA14
UBISTESIN ADRENALINEE,ADRÉNALINE,R03AA01
UBISTESIN ADRENALINEE,ADRÉNALINE,S01EA01
UCEDANE,ACIDE CARGLUMIQUE,A16AA05
ULCAR,SUCRALFATE,A02BX02
ULIPRISTAL ACETATE,ACÉTATE D'ULIPRISTAL,NA
ULTIBRO BREEZHALER,BROMURE DE GLYCOPYRRONIUM,NA
ULTIBRO BREEZHALER,GLYCOPYRRONIUM,D11AA01
ULTIBRO BREEZHALER,MALÉATE D'INDACATÉROL,NA
ULTIBRO BREEZHALER,INDACATÉROL,R03AC18
ULTIVA,CHLORHYDRATE DE RÉMIFENTANIL,NA
ULTIVA,RÉMIFENTANIL BASE,N01AH06
ULTOMIRIS,RAVULIZUMAB,L04AA43
ULTRAPROCT,CAPROATE DE FLUOCORTOLONE,NA
ULTRAPROCT,CHLORHYDRATE DE CINCHOCAÏNE,NA
ULTRAPROCT,TRIMETHYLACETATE DE FLUOCORTOLONE,NA
ULTRAPROCT,FLUOCORTOLONE (CAPROATE DE),NA
ULTRAPROCT,CINCHOCAÏNE (CHLORHYDRATE DE),NA
ULTRAPROCT,FLUOCORTOLONE (PIVALATE DE),NA
ULTRATECHNEKOW FM,SODIUM (MOLYBDATE (VI) [99 MO] DE),NA
ULTRAVIST,IOPROMIDE,V08AB05
UMATROPE,SOMATROPINE,H01AC01
UMULINE NPH,INSULINE HUMAINE RECOMBINANTE ISOPHANE,A10AB01
UMULINE NPH,INSULINE HUMAINE RECOMBINANTE ISOPHANE,A10AC01
UMULINE NPH,INSULINE HUMAINE RECOMBINANTE ISOPHANE,A10AD01
UMULINE NPH,INSULINE HUMAINE RECOMBINANTE ISOPHANE,A10AE01
UMULINE NPH,INSULINE HUMAINE RECOMBINANTE ISOPHANE,A10AF01
UMULINE NPH KWIKPEN,INSULINE HUMAINE RECOMBINANTE ISOPHANE,A10AB01
UMULINE NPH KWIKPEN,INSULINE HUMAINE RECOMBINANTE ISOPHANE,A10AC01
UMULINE NPH KWIKPEN,INSULINE HUMAINE RECOMBINANTE ISOPHANE,A10AD01
UMULINE NPH KWIKPEN,INSULINE HUMAINE RECOMBINANTE ISOPHANE,A10AE01
UMULINE NPH KWIKPEN,INSULINE HUMAINE RECOMBINANTE ISOPHANE,A10AF01
UMULINE PROFIL,INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE,A10AB01
UMULINE PROFIL,INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE,A10AC01
UMULINE PROFIL,INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE,A10AD01
UMULINE PROFIL,INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE,A10AE01
UMULINE PROFIL,INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE,A10AF01
UMULINE RAPIDE,INSULINE HUMAINE RECOMBINANTE SOLUBLE,A10AB01
UMULINE RAPIDE,INSULINE HUMAINE RECOMBINANTE SOLUBLE,A10AC01
UMULINE RAPIDE,INSULINE HUMAINE RECOMBINANTE SOLUBLE,A10AD01
UMULINE RAPIDE,INSULINE HUMAINE RECOMBINANTE SOLUBLE,A10AE01
UMULINE RAPIDE,INSULINE HUMAINE RECOMBINANTE SOLUBLE,A10AF01
UN ALFA,ALFACALCIDOL,A11CC03
UN-ALFA,ALFACALCIDOL,A11CC03
UNACIM INJECTABLE,AMPICILLINE SODIQUE,NA
UNACIM INJECTABLE,SULBACTAM SODIQUE,NA
UNACIM INJECTABLE,SULBACTAM,J01CG01
UNACIM INJECTABLE,AMPICILLINE BASE,J01CA01
UNACIM INJECTABLE,AMPICILLINE BASE,S01AA19
UNACIM INJECTABLE,AMPICILLINE BASE,NA
UNIFLOX,CIPROFLOXACINE,J01MA02
UNIFLOX,CIPROFLOXACINE,S01AE03
UNIFLOX,CIPROFLOXACINE,S02AA15
UNIFLOX,CIPROFLOXACINE,S03AA07
UNIFLOX,CHLORHYDRATE DE CIPROFLOXACINE,NA
UNIFLUID,POVIDONE,NA
UNILARM,SODIUM (CHLORURE DE),A12CA01
UNILARM,SODIUM (CHLORURE DE),B05CB01
UNILARM,SODIUM (CHLORURE DE),B05XA03
UNIPEXIL,MINOXIDIL,C02DC01
UNIPEXIL,MINOXIDIL,D11AX01
UNIVAGIL,NITRATE D'ÉCONAZOLE,NA
UPFEN,IBUPROFÈNE,C01EB16
UPFEN,IBUPROFÈNE,G02CC01
UPFEN,IBUPROFÈNE,M01AE01
UPFEN,IBUPROFÈNE,M02AA13
UPFEN,IBUPROFÈNE,R02AX02
UPTRAVI,SÉLEXIPAG,B01AC27
URAPIDIL,URAPIDIL,C02CA06
URBANYL,CLOBAZAM,N05BA09
URIDOZ,FOSFOMYCINE TROMÉTAMOL,NA
URIDOZ,FOSFOMYCINE,J01XX01
URIDOZ,FOSFOMYCINE,S02AA17
URION,ALFUZOSINE (CHLORHYDRATE D'),NA
URISPAS,FLAVOXATE (CHLORHYDRATE DE),NA
UROMITEXAN,MESNA,R05CB05
UROMITEXAN,MESNA,V03AF01
UROREC,SILODOSINE,G04CA04
URSOLVAN,URSODÉSOXYCHOLIQUE (ACIDE),A05AA02
UTROGESTAN,PROGESTÉRONE,G03DA04
UVADEX,MÉTHOXSALÈNE,D05AD02
UVADEX,MÉTHOXSALÈNE,D05BA02
UVECAPS,CHOLÉCALCIFÉROL,A11CC05
UVEDOSE,CHOLÉCALCIFÉROL,A11CC05
UVESTEROL VITAMINE A.D.E.C.,ACIDE ASCORBIQUE,A11GA01
UVESTEROL VITAMINE A.D.E.C.,ACIDE ASCORBIQUE,G01AD03
UVESTEROL VITAMINE A.D.E.C.,ACIDE ASCORBIQUE,S01XA15
UVESTEROL VITAMINE A.D.E.C.,ERGOCALCIFÉROL,A11CC01
UVESTEROL VITAMINE A.D.E.C.,ACÉTATE D'ALPHA-TOCOPHÉROL,NA
UVESTEROL VITAMINE A.D.E.C.,"CONCENTRAT DE VITAMINE A SYNTHÉTIQUE, FORME HUILEUSE",NA
UVIMAG B6,CHLORHYDRATE DE PYRIDOXINE,NA
VABLYS,CHLORURE DE DÉQUALINIUM,NA
VABOREM,VABORBACTAM,NA
VABOREM,MÉROPÉNEM TRIHYDRATÉ,J01DH02
VABOREM,MÉROPÉNEM,NA
VALACICLOVIR,VALACICLOVIR,J05AB11
VALACICLOVIR,CHLORHYDRATE DE VALACICLOVIR,NA
VALGANCICLOVIR,VALGANCICLOVIR,J05AB14
VALIUM,DIAZÉPAM,N05BA01
VALPROATE DE SODIUM,VALPROATE DE SODIUM,NA
VALPROATE DE SODIUM,ACIDE VALPROÏQUE,N03AG01
VALPROATE DE SODIUM,SODIUM (VALPROATE DE),NA
VALSARTAN,VALSARTAN,C09CA03
VALSARTAN HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,C03AA03
VALSARTAN HYDROCHLOROTHIAZIDE,VALSARTAN,C09CA03
VALSARTAN/HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,C03AA03
VALSARTAN/HYDROCHLOROTHIAZIDE,VALSARTAN,C09CA03
VALSARTAN/HYDROCHLOROTIAZIDE,HYDROCHLOROTHIAZIDE,C03AA03
VALSARTAN/HYDROCHLOROTIAZIDE,VALSARTAN,C09CA03
VAMINOLACT,ASPARTIQUE (ACIDE),NA
VAMINOLACT,ALANINE,NA
VAMINOLACT,CYSTÉINE,NA
VAMINOLACT,HISTIDINE,NA
VAMINOLACT,ISOLEUCINE,NA
VAMINOLACT,LEUCINE,NA
VAMINOLACT,LYSINE,B05XB03
VAMINOLACT,PHÉNYLALANINE,NA
VAMINOLACT,SÉRINE,NA
VAMINOLACT,THRÉONINE,NA
VAMINOLACT,TRYPTOPHANE L,N06AX02
VAMINOLACT,VALINE,NA
VAMINOLACT,GLYCINE,B05CX03
VAMINOLACT,ACIDE L-GLUTAMIQUE,NA
VAMINOLACT,ARGININE,NA
VAMINOLACT,TAURINE,NA
VAMINOLACT,TAURINE,NA
VAMINOLACT,MÉTHIONINE,NA
VAMINOLACT,PROLINE,NA
VAMINOLACT,TYROSINE,NA
VAMINOLACT,CYSTINE,NA
VANCOMYCINE,CHLORHYDRATE DE VANCOMYCINE,NA
VANCOMYCINE,VANCOMYCINE,A07AA09
VANCOMYCINE,VANCOMYCINE,J01XA01
VANCOMYCINE,VANCOMYCINE,S01AA28
VANCOMYCINE,VANCOMYCINE BASE,A07AA09
VANCOMYCINE,VANCOMYCINE BASE,J01XA01
VANCOMYCINE,VANCOMYCINE BASE,S01AA28
VANCOMYCINE,VANCOMYCINE (CHLORHYDRATE DE),NA
VANIQA,ÉFLORNITHINE,D11AX16
VANIQA,ÉFLORNITHINE,P01CX03
VARDENAFIL,VARDÉNAFIL,G04BE09
VARDENAFIL,CHLORHYDRATE DE VARDÉNAFIL TRIHYDRATÉ,NA
VARIQUEL,TERLIPRESSINE,H01BA04
VARNOLINE CONTINU,ÉTHINYLESTRADIOL,G03CA01
VARNOLINE CONTINU,ÉTHINYLESTRADIOL,L02AA03
VARNOLINE CONTINU,DÉSOGESTREL,G03AC09
VARNOLINE,ÉTHINYLESTRADIOL,G03CA01
VARNOLINE,ÉTHINYLESTRADIOL,L02AA03
VARNOLINE,DÉSOGESTREL,G03AC09
VARUBY,ROLAPITANT,A04AD14
VASELINE OFFICINALE,VASELINE,NA
VASELINE STERILISEE,VASELINE,NA
VASTAREL,TRIMÉTAZIDINE (DICHLORHYDRATE DE),NA
VASTAREL,DICHLORHYDRATE DE TRIMÉTAZIDINE,NA
VASTEN,PRAVASTATINE SODIQUE,NA
VECTARION INJECTABLE,ALMITRINE (MÉSILATE D'),NA
VECTIBIX,PANITUMUMAB,L01FE02
VECTRINE,ERDOSTÉINE,R05CB15
VEDROP,TOCOFERSOLAN,A11HA08
VEDROP,D-ALPHA-TOCOPHÉROL,A11HA03
VEDROP,D-ALPHA-TOCOPHÉROL,NA
VEGETOSERUM ADULTES,ÉTHYLMORPHINE,R05DA01
VEGETOSERUM ADULTES,ÉTHYLMORPHINE,S01XA06
VEGETOSERUM ADULTES,CHLORHYDRATE D'ÉTHYLMORPHINE,NA
VEINOBIASE,ACIDE ASCORBIQUE,A11GA01
VEINOBIASE,ACIDE ASCORBIQUE,G01AD03
VEINOBIASE,ACIDE ASCORBIQUE,S01XA15
VEKLURY,REMDÉSIVIR,J05AB16
VELBE,VINBLASTINE ANHYDRE,L01CA01
VELCADE,BORTÉZOMIB,L01XG01
VELETRI,ÉPOPROSTÉNOL,B01AC09
VELETRI,ÉPOPROSTÉNOL SODIQUE,NA
VELITEN,RUTINE (PH VIII),C05CA01
VELITEN,ASCORBIQUE (ACIDE),A11GA01
VELITEN,ASCORBIQUE (ACIDE),G01AD03
VELITEN,ASCORBIQUE (ACIDE),S01XA15
VELITEN,ALPHA-TOCOPHÉROL (ACÉTATE D'),NA
VELMETIA,SITAGLIPTINE,A10BH01
VELMETIA,PHOSPHATE DE SITAGLIPTINE MONOHYDRATÉ,NA
VELMETIA,CHLORHYDRATE DE METFORMINE,NA
VELPHORO,FER FERRIQUE,NA
VELPHORO,OXYHYDROXYDE SUCROFERRIQUE,B03AB02
VENACLAR,DIOSMINE,C05CA03
VENCLYXTO,VÉNÉTOCLAX,L01XX52
VENLAFAXINE,CHLORHYDRATE DE VENLAFAXINE,NA
VENLAFAXINE,VENLAFAXINE,N06AX16
VENOFER,COMPLEXE D'HYDROXYDE FERRIQUE - SACCHAROSE,B03AB02
VENOFER,FER,NA
VENTAVIS,ILOPROST,B01AC11
VENTILASTIN,SALBUTAMOL,R03AC02
VENTILASTIN,SALBUTAMOL,R03CC02
VENTILASTIN,SULFATE DE SALBUTAMOL,NA
VENTOLINE,SALBUTAMOL,R03AC02
VENTOLINE,SALBUTAMOL,R03CC02
VENTOLINE,SULFATE DE SALBUTAMOL,NA
VENTOLINE,SALBUTAMOL (SULFATE DE),NA
VERAPAMIL,CHLORHYDRATE DE VÉRAPAMIL,NA
VERAPAMIL,VÉRAPAMIL (CHLORHYDRATE DE),NA
VERATRAN,CLOTIAZÉPAM,N05BA21
VERCYTE,PIPOBROMAN,L01AX02
VERKAZIA,CICLOSPORINE,L04AD01
VERKAZIA,CICLOSPORINE,S01XA18
VERRUFILM,ACIDE LACTIQUE,G01AD01
